window_id,model,version,mae,rmse,valid_output
W01,TimesFM,2.5,2.3030817597000692,2.9794135635212045,True
W03,TimesFM,2.5,4.340928163477984,4.5919671354950795,True
W04,TimesFM,2.5,2.435475869153542,2.8845177509403404,True
W05,TimesFM,2.5,2.2335128784179688,2.950715158427745,True
W08,TimesFM,2.5,2.18685515721639,2.9927411827670958,True
W09,TimesFM,2.5,9.56522786175763,12.353263375854027,True
W10,TimesFM,2.5,3.606531551906041,3.926304915590526,True
