model,version,n_windows,mean_mae,std_mae,median_mae,mean_rmse,std_rmse,median_rmse
TimesFM,2.5,7,3.8102304630899466,2.6685189864885546,2.435475869153542,4.668417583228002,3.4498033023231063,2.9927411827670958
