model,version,n_windows,mean_mae,std_mae,median_mae,mean_rmse,std_rmse,median_rmse
Moirai,2.0,7,3.574754967981455,2.992791223904163,2.0551430409547513,4.78231625395471,3.909697832348764,2.911858662076442
