window_id,model,version,mae,rmse,valid_output
W01,Moirai,2.0,1.6551870416711882,2.7550862237861997,True
W03,Moirai,2.0,5.559545125910845,5.775069746001001,True
W04,Moirai,2.0,2.101071627682478,2.8160599587229975,True
W05,Moirai,2.0,1.994473987155492,3.0174976358130965,True
W08,Moirai,2.0,2.0226356188456216,2.911858662076442,True
W09,Moirai,2.0,9.635228333649811,13.302317198270455,True
W10,Moirai,2.0,2.0551430409547513,2.8983243530127774,True
